START_TIME,COMPLEX_NO,DATA_SYSTEM_CODE,BANK_CODE,VERSION,MS_SYSTEM_CODE,EN_CODE,DATA_LEN,PROTOCOL_TYPE,REQUEST_TYPE,CLIENT_IP,SERIAL_NO,EXT_DATA,UNIQUE_NO,USER_DATA
07:44:28,129,21.202.236.225-KS-074428,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.202.236.225,074428, ,F8DD54AE36B24509A8CAE2E4450DD025,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:44:28,211,21.202.236.225-KS-074428,cbip,003,0301,cbip, ,136,2,ContentExist,21.202.236.225,074428, ,E300A3A766B6468E9E55CCE2C7551CDD,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0106</dataType><uniqMetadata>0106|320922195909307819|����ѩ</uniqMetadata></req>
07:44:40,922,21.160.31.151-KS-074440,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,074440, ,ABE340DC3E0E429E827C801DF99C6033,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:44:41,001,21.160.31.151-KS-074440,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.160.31.151,074440, ,A1619B89CCD5446C867D7376B90D8225,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>E7A583F39B75442382648F99AE844AC0</pkuuid><includeContentFile>Y</includeContentFile></req>
07:44:55,564,21.160.31.145-KS-074455,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,074455, ,F0149C33D22A4A979DC8A86471AD40E9,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:44:55,639,21.160.31.145-KS-074455,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.145,074455, ,1F6D29B4A6A945CAB28486E8C9C2F562,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>429001198301234214|Ф����</uniqMetadata></req>
07:45:05,284,21.107.192.93-KS-074501,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.107.192.93,074501, ,554BE4F4CF3B420B955766224E358174,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:45:05,513,21.107.192.93-KS-074501,cbip,003,0301,cbip, ,136,2,ContentExist,21.107.192.93,074501, ,4FE9279E146A4CF0B11031EF44ADD9D5,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|500233198808200017|Ƚ����</uniqMetadata></req>
07:45:05,784,21.219.78.24-KS-074505,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.219.78.24,074505, ,DE82BF288C0A41BE90A1CF581DD694B4,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:45:05,876,21.219.78.24-KS-074505,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.219.78.24,074505, ,5278363222F54448ADADF38CCBD74058,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>FEE1ED8518A84120A5BB596B73130C7D</pkuuid><includeContentFile>N</includeContentFile></req>
07:45:06,801,21.219.78.24-KS-074505,cbip,003,0301,cbip, ,42,1,Upload,21.219.78.24,074505, ,A2EDD4D2059C43CDA339AAF60E02F743,boc_cbip2/59BA56DDABF64E10AE873873AA3034F1
07:45:36,975,21.160.31.145-KS-074536,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,074536, ,0401510333C64274AE9550E17B8B4718,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:45:37,051,21.160.31.145-KS-074536,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.160.31.145,074536, ,F26C2569E4184543AF8233EB0D9F8D7C,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>9D1744BE033847CFA2DC5CAE2F478BCF</pkuuid><includeContentFile>Y</includeContentFile></req>
07:46:16,998,21.164.24.22-KS-074616,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.24.22,074616, ,67A6EAD4BCFD4D36A05DEE72010C1B29,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:46:17,091,21.164.24.22-KS-074616,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.164.24.22,074616, ,8343896FE5D94EFE83F709B58163E396,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>0DE577341A4B49F9AE50C3CF7D23E724</pkuuid><includeContentFile>N</includeContentFile></req>
07:46:18,645,21.164.24.22-KS-074616,cbip,003,0301,cbip, ,42,1,Upload,21.164.24.22,074616, ,41935DC219AA47B6A820B2A8AE9036B8,boc_cbip9/07B950F08C1D468B9306A7A3BC0894B8
07:46:34,052,21.160.31.151-KS-074633,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,074633, ,6BEF5B4A57314C37BC819DDAD793CD5B,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:46:34,060,21.198.129.33-KS-074634,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.198.129.33,074634, ,2F383E2144DE4BF2B929522C95FF8177,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:46:34,127,21.160.31.151-KS-074633,cbip,003,0301,cbip, ,128,2,ContentExist,21.160.31.151,074633, ,17E0880D203544BDAB25BAB68277B4BF,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>422801199608174633|Ҧ��</uniqMetadata></req>
07:46:34,130,21.198.129.33-KS-074634,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.198.129.33,074634, ,E3244D80B04E4ACA9C2057910EA95383,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>F4705679FC2B42B6978394DD70986C99</pkuuid><includeContentFile>N</includeContentFile></req>
07:46:35,001,21.198.129.33-KS-074634,cbip,003,0301,cbip, ,42,1,Upload,21.198.129.33,074634, ,8E722D5716494243AF3C7ABD4786685B,boc_cbip5/9E2A7543952941C2AC3AABD6BC8D31C4
07:46:35,563,21.164.166.199-KS-074635,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.166.199,074635, ,BA41EFAF4F234A43AE4F23A9AB5417F4,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:46:35,635,21.164.166.199-KS-074635,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.164.166.199,074635, ,CD414E4768C04144AA2402AE96EF5649,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>750E20094A4D474894008EE7490E7A38</pkuuid><includeContentFile>N</includeContentFile></req>
07:46:36,489,21.164.166.199-KS-074635,cbip,003,0301,cbip, ,42,1,Upload,21.164.166.199,074635, ,3522DA9C9B894A418B735D221B809F2A,boc_cbip5/368B34F6E9F14AD1A1194C4595732392
07:46:47,451,21.42.32.132-KS-074647,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.42.32.132,074647, ,DB9B9AF94C0B49239B9868F761C69BE1,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:46:47,573,21.42.32.132-KS-074647,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.42.32.132,074647, ,700A9D6D4A29442580B898BB1329CE57,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>CF2EA512A3564B9298694D7396287E3D</pkuuid><includeContentFile>N</includeContentFile></req>
07:46:48,752,21.42.32.132-KS-074647,cbip,003,0301,cbip, ,42,1,Upload,21.42.32.132,074647, ,0AD5C2879B604FB3A828AE599C665941,boc_cbip4/DDDFF9E47F034687B73B080453BECD4E
07:47:11,494,21.202.236.225-KS-074711,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.202.236.225,074711, ,B5187178D9BF4A9DB20AA745236A1BB1,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:47:11,575,21.202.236.225-KS-074711,cbip,003,0301,cbip, ,136,2,ContentExist,21.202.236.225,074711, ,C5AEA43F7EF5476CA4BFFCEC1BD39A5B,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0106</dataType><uniqMetadata>0106|320922195909307819|����ѩ</uniqMetadata></req>
07:47:33,713,21.160.31.151-KS-074733,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,074733, ,25105621FE4B4049B023B040FB4CC538,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:47:33,788,21.160.31.151-KS-074733,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.151,074733, ,A1B95E4BD01F4AF6B9C6058B9EC6B1A1,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>422802197202022215|�ֵ¾�</uniqMetadata></req>
07:47:48,774,21.160.31.145-KS-074748,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,074748, ,1AA4F295D0354E90BD2EFCD81BA5CD12,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:47:48,849,21.160.31.145-KS-074748,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.145,074748, ,EBC1E8E767234308B544D3E448358179,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>421202199807158516|�����</uniqMetadata></req>
07:48:07,387,21.198.67.61-KS-074807,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.198.67.61,074807, ,55296493F7C5408989DE41DEF924B72C,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:48:07,472,21.198.67.61-KS-074807,cbip,003,0301,cbip, ,128,2,ContentExist,21.198.67.61,074807, ,E06FB391B9794FE6AE6ADEF4CF2EB3DC,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|0180967462|�ִ���</uniqMetadata></req>
07:49:02,307,21.160.31.145-KS-074902,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,074902, ,4644F1019FFC4724AEDF0CD03C650724,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:49:02,382,21.160.31.145-KS-074902,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.145,074902, ,42F93ED966EB4738B6B28919CE4C8CC0,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>413028197407150092|�ں���</uniqMetadata></req>
07:49:21,456,21.160.31.151-KS-074921,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,074921, ,92AF766C3369428B9A2C8AA8313F2157,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:49:21,530,21.160.31.151-KS-074921,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.151,074921, ,A44790562B804C979019F37050B39357,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>422802197501082197|��ʱ��</uniqMetadata></req>
07:49:22,331,21.164.166.199-KS-074922,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.166.199,074922, ,8339CA10013148728BE3404F37C27A79,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:49:22,405,21.164.166.199-KS-074922,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.164.166.199,074922, ,6F052F7E37B74053928001AA9B8F5647,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>750E20094A4D474894008EE7490E7A38</pkuuid><includeContentFile>N</includeContentFile></req>
07:49:23,227,21.164.166.199-KS-074922,cbip,003,0301,cbip, ,42,1,Upload,21.164.166.199,074922, ,12A8812079B147698A9030829785C399,boc_cbip7/E52708BA54DA4D56867966DB1D5CCA46
07:49:42,836,21.160.31.145-KS-074942,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,074942, ,309097CBF90D4F3A961A123B4BDD004D,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:49:42,911,21.160.31.145-KS-074942,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.145,074942, ,0D3FBB4F32024A989DA6ECC7FAB2AED1,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>422128194907160011|�����</uniqMetadata></req>
07:49:45,737,21.49.192.26-KS-074945,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.49.192.26,074945, ,42FCE521DB0C4C888DDA1731A1977DC2,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:49:45,807,21.49.192.26-KS-074945,cbip,003,0301,cbip, ,128,2,ContentExist,21.49.192.26,074945, ,D5CBC774A3724AC4969373CEFBA475FE,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|0059436239|������</uniqMetadata></req>
07:50:39,844,21.160.31.145-KS-075039,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,075039, ,8BA4C4959EBC4D628DFA4A7E88D37F17,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:50:39,919,21.160.31.145-KS-075039,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.160.31.145,075039, ,3F69A753CA4F410F96C88E6909509195,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>38632B161DFB4DA693B76A50FFA177E4</pkuuid><includeContentFile>Y</includeContentFile></req>
07:51:08,084,21.160.31.151-KS-075107,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,075107, ,778D5DA0C04E4780A28F0BB4313D6868,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:08,159,21.160.31.151-KS-075107,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.151,075107, ,E05305FEA1A64F6D9B020C03C79C727A,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>422103197512150923|��СӢ</uniqMetadata></req>
07:51:24,723,21.164.25.65-KS-075124,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.25.65,075124, ,4847229F4E6B4CAAA08318BCB26BCC14,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:24,818,21.164.25.65-KS-075124,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.164.25.65,075124, ,87AC014EC71A40EEBE488F79F26665F1,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>A911974549D9454DAD53C574B1B244D3</pkuuid><includeContentFile>N</includeContentFile></req>
07:51:26,609,21.164.25.65-KS-075124,cbip,003,0301,cbip, ,42,1,Upload,21.164.25.65,075124, ,DB1F1148273C4BB6B8315416A3A137C0,boc_cbip4/0D8A15ED08E54D8CAE2B5EF4A53F1544
07:51:44,901,21.160.31.145-KS-075144,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.145,075144, ,F5809644DF904AC8A6226B5349B48DEE,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:44,977,21.160.31.145-KS-075144,cbip,003,0301,cbip, ,131,2,ContentExist,21.160.31.145,075144, ,BC017DB291344C8DACF55BF991BFB85F,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0105</dataType><uniqMetadata>42212119631024791X|֣���</uniqMetadata></req>
07:51:46,306,21.217.74.25-KS-075145,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.217.74.25,075145, ,54AC6F065ABF40ADAEDA32F206EA86B1,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:46,390,21.217.74.25-KS-075145,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.217.74.25,075145, ,ADAEBE60AEE44A21AB0C6B01951674BE,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>ABDC5852CF99416DAEBAD6596A6B6E9B</pkuuid><includeContentFile>N</includeContentFile></req>
07:51:47,247,21.217.74.25-KS-075145,cbip,003,0301,cbip, ,42,1,Upload,21.217.74.25,075145, ,C2B1A5B259BF41FA8548D7A8557E0EC8,boc_cbip9/602734413A7C4349BFB5F91224F62D90
07:51:48,296,21.216.145.28-KS-075148,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.216.145.28,075148, ,D39E187DF26E4CF4AF685C6ACC9C508E,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:48,370,21.216.145.28-KS-075148,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.216.145.28,075148, ,B3FE7773B30547B0969DC2925ECC357D,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>96AA008DF04E4C399B185903FCF2CE51</pkuuid><includeContentFile>N</includeContentFile></req>
07:51:49,191,21.216.145.28-KS-075148,cbip,003,0301,cbip, ,42,1,Upload,21.216.145.28,075148, ,DA12BB60030E4406BB7951CA077E9AC0,boc_cbip1/2B88228440B044C1B92B2E4F911C437D
07:51:49,811,21.164.25.142-KS-075149,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.25.142,075149, ,7E5F740B0C484A778335DE6D964F06A3,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:51:49,994,21.164.25.142-KS-075149,cbip,003,0301,cbip, ,125,2,ContentExist,21.164.25.142,075149, ,AEBFE6A4ECD5496C83CC72D10C908A7A,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|0860873|������</uniqMetadata></req>
07:52:04,559,21.217.238.24-KS-075204,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.217.238.24,075204, ,053CDBE278554802ACF7F83F0119377A,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:52:04,655,21.217.238.24-KS-075204,cbip,003,0301,cbip, ,136,2,ContentExist,21.217.238.24,075204, ,77987C501B1B43D59790CFD0624B7318,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|340221199201097868|��ѩ��</uniqMetadata></req>
07:52:04,743,21.160.31.151-KS-075204,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.160.31.151,075204, ,742249E29796494AA33A9EBCBB0C71DC,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:52:04,818,21.160.31.151-KS-075204,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.160.31.151,075204, ,671094ECBEC64D0F9F0E2FAD0C58C9A3,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>18CFCCE52A644DE68F4803DBB3DBA138</pkuuid><includeContentFile>Y</includeContentFile></req>
07:53:16,070,21.164.24.71-KS-075314,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.24.71,075314, ,3994E918434348B297330DB4F5257C2E,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:53:16,170,21.164.24.71-KS-075314,cbip,003,0301,cbip, ,140,2,DownloadByPkuuid,21.164.24.71,075314, ,59FE0AB6E4434E43AF3B26C42288F674,<?xml version="1.0" encoding="UTF-8"?><req><pkuuid>20D1D2F2115142809A30482D1536E574</pkuuid><includeContentFile>N</includeContentFile></req>
07:53:17,916,21.164.24.71-KS-075314,cbip,003,0301,cbip, ,42,1,Upload,21.164.24.71,075314, ,99B8F296FBEA41B2BF6C961A58396C40,boc_cbip2/61445A3D63AA4282BFFAF9AC5B0878A9
07:53:28,329,21.164.25.24-KS-075327,cbip,003,0301,cbip, ,320,3,ApplyAddrHandler,21.164.25.24,075327, ,53AB22E6371A4FB498FE6D98BB13FA91,<?xml version="1.0" encoding="UTF-8"?><req><socketIp></socketIp><socketPort></socketPort><ftpIp></ftpIp><ftpPort></ftpPort><ftpPath></ftpPath><originaltext>01234567890123456789012345678901234567</originaltext><ciphertext>4f598233c4e86579231924378219a9a0e94b621a94514659948da7d76555316432af41beca3db260</ciphertext></req>
07:53:28,497,21.164.25.24-KS-075327,cbip,003,0301,cbip, ,125,2,ContentExist,21.164.25.24,075327, ,77D53CF7BDFD4FD28DA8831D38E077EB,<?xml version="1.0" encoding="UTF-8"?><req><dataType>0107</dataType><uniqMetadata>0107|6814687|���ұ�</uniqMetadata></req>
